"VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Borough","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Income","Poverty","Transit","Unemployment"
"18-24","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"<18","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"18-24","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","F","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"18-24","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"18-24","BLACK HISPANIC","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"18-24","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"25-44","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"<18","BLACK","M","Queens",2291,1145,1146,16.1,2.1,52.1,1.4,6.5,73864,8.9,46.6,10.1
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","WHITE HISPANIC","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK HISPANIC","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK HISPANIC","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","WHITE HISPANIC","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","ASIAN / PACIFIC ISLANDER","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","WHITE","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","WHITE","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","WHITE HISPANIC","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","WHITE HISPANIC","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"<18","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","F","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"18-24","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"45-64","BLACK","M","Queens",9094,4359,4735,19.8,0.1,66.5,0.6,9.3,32741,26.4,55.7,22.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"45-64","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","WHITE HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","WHITE HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","F","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","WHITE HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","WHITE","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","WHITE HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"45-64","BLACK","F","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"<18","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","WHITE HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","BLACK","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"18-24","WHITE HISPANIC","M","Queens",3119,1476,1643,50.5,1.1,24.8,2.2,19.5,36553,19.6,79.9,11.7
"25-44","BLACK","M","Queens",4298,2256,2042,7.8,5.3,12.1,0.3,70.6,53458,14.4,51.1,12.7
"25-44","ASIAN / PACIFIC ISLANDER","M","Queens",4298,2256,2042,7.8,5.3,12.1,0.3,70.6,53458,14.4,51.1,12.7
"25-44","ASIAN / PACIFIC ISLANDER","M","Queens",4298,2256,2042,7.8,5.3,12.1,0.3,70.6,53458,14.4,51.1,12.7
"25-44","WHITE HISPANIC","M","Queens",4298,2256,2042,7.8,5.3,12.1,0.3,70.6,53458,14.4,51.1,12.7
"65+","BLACK","M","Queens",4616,2174,2442,19,35.6,13.1,0,28,72434,14.9,31.7,13.7
"25-44","WHITE","M","Queens",3556,1628,1928,9,39.7,0.2,0,47.5,68864,12.1,29.1,7.5
"18-24","BLACK","M","Queens",3399,1707,1692,15.7,47.3,0.1,0,33.6,60972,9.9,38.5,7.3
"25-44","BLACK","M","Bronx",4439,1916,2523,25.9,68.2,0.5,0,4.7,76771,4,14.3,7.4
"45-64","BLACK","F","Bronx",4439,1916,2523,25.9,68.2,0.5,0,4.7,76771,4,14.3,7.4
"25-44","BLACK","F","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","F","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"<18","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","WHITE HISPANIC","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK HISPANIC","F","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"18-24","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"18-24","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"<18","WHITE HISPANIC","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"<18","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"25-44","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
"<18","BLACK","M","Queens",5586,2726,2860,19.1,54.4,18.9,0,5.9,44689,5.7,42.4,5.1
